year,rank,team,player,stan_id,player_id
2021,78,PHI,Alexei Kolosov,417,2021_568347
2021,79,DAL,Justin Ertel,317,2021_529245
2021,80,WSH,Brent Johnson,270,2021_512370
2021,81,SJ,Benjamin Gaudreau,155,2021_475275
2021,82,WPG,Dmitri Kuzmin,479,2021_618502
2021,83,CAR,Patrik Hamrla,361,2021_542980
2021,84,LA,Kirill Kirsanov,358,2021_542519
2021,85,BOS,Brett Harrison,319,2021_529247
2021,86,MIN,Caedan Bankier,345,2021_538921
2021,87,MTL,Dmitri Kostenko,416,2021_568044
2021,88,BUF,Stiven Sardarian,305,2021_527459
2021,89,CGY,Cameron Whynot,49,2021_390207
2021,90,EDM,Jan-Luca Munzenberger,71,2021_407643
2021,91,CHI,Taige Harding,18,2021_201918
2021,92,COL,Andrei Buyalsky,109,2021_443711
2021,93,NYI,Tristan Lennox,64,2021_397862
2021,94,CAR,Aidan Hreschuk,262,2021_512181
2021,95,BUF,Josh Bloom,476,2021_617949
2021,96,TB,Roman Schmidt,89,2021_417192
2021,97,BUF,Olivier Nadeau,198,2021_483754
2021,98,ANA,Josh Lopina,31,2021_315963
2021,99,SEA,Ville Ottavainen,329,2021_530727
2021,100,NJ,Jakub Malek,405,2021_560641
2021,101,CBJ,Guillaume Richard,367,2021_551201
2021,102,VGK,Jakub Brabenec,287,2021_522504
2021,103,SJ,Gannon Laroque,168,2021_476541
2021,104,NYR,Brody Lamb,487,2021_623805
2021,105,CHI,Ethan Del Mastro,293,2021_525637
2021,106,NYR,Kalle Vaisanen,403,2021_559937
2021,107,ARI,Emil Martinsen-Lilleberg,87,2021_415548
2021,108,CHI,Victor Stjernborg,129,2021_472146
2021,109,CAR,Jackson Blake,422,2021_574744
2021,110,PHI,Brian Zanetti,426,2021_577448
2021,111,DAL,Conner Roulette,195,2021_483386
2021,112,NYR,Talyn Boyko,50,2021_391052
2021,113,MTL,William Trudeau,102,2021_425657
2021,114,DET,Redmond Savage,260,2021_512173
2021,115,NSH,Ryan Ufko,248,2021_511993
2021,116,EDM,Jake Chiasson,175,2021_477353
2021,117,BOS,Philip Svedeback,119,2021_465963
2021,118,MIN,Kyle Masters,161,2021_475830
2021,119,WSH,Joaquim Lemay,489,2021_625760
2021,120,FLA,Vladislav Lukashevich,511,2021_697964
2021,121,SJ,Ethan Cardwell,13,2021_201866
2021,122,ARI,Rasmus Korhonen,224,2021_499175
2021,123,OTT,Carson Latimer,176,2021_477385
2021,124,NSH,Jack Matier,165,2021_476043
2021,125,NYI,Cameron Berg,332,2021_536648
2021,126,TB,Dylan Duke,255,2021_512163
2021,127,MIN,Josh Pillar,67,2021_403357
2021,128,VGK,Jakub Demek,382,2021_556420
2021,129,NJ,Topias Vilen,395,2021_557184
2021,130,ANA,Sean Tschigerl,140,2021_472873
2021,131,SEA,Jacob Melanson,145,2021_473633
2021,132,CBJ,Nikolai Makarov,508,2021_673300
2021,133,CBJ,James Malatesta,202,2021_484164
2021,134,DET,Liam Dower-Nilsson,77,2021_411879
2021,135,SJ,Artyom Guryev,475,2021_617884
2021,136,CAR,Robert Orr,203,2021_484167
2021,137,VAN,Aku Koskenvuo,222,2021_498288
2021,138,DAL,Jack Bar,233,2021_503032
2021,139,ARI,Manix Landry,74,2021_410586
2021,140,VAN,Jonathan Myrenberg,55,2021_394729
2021,141,CGY,Cole Jordan,20,2021_201953
2021,142,MTL,Daniil Sobolev,444,2021_588569
2021,143,DAL,Jacob Holmes,480,2021_618658
2021,144,NYR,Jaroslav Chmelar,430,2021_579280
2021,145,STL,Tyson Galloway,384,2021_556515
2021,146,WPG,Dmitri Rashevsky,51,2021_392566
2021,147,CAR,Justin Robidas,75,2021_411012
2021,148,ANA,Gage Alexander,239,2021_505772
2021,149,BOS,Oskar Jellvik,421,2021_574611
2021,150,MTL,Joshua Roy,199,2021_483757
2021,151,WSH,Haakon Hanelt,159,2021_475676
2021,152,FLA,Kirill Gerasimyuk,486,2021_620104
2021,153,TOR,Ty Voit,442,2021_586523
2021,154,PIT,Isaac Belliveau,39,2021_340655
2021,155,DET,Oscar Plandowski,144,2021_473290
2021,156,SJ,Max McCue,154,2021_475247
2021,157,NYI,Eetu Liukas,126,2021_470708
2021,158,PHI,Ty Murchison,265,2021_512190
2021,159,BUF,Viljami Marjala,296,2021_525657
2021,160,TB,Cameron MacDonald,142,2021_473142
2021,161,BUF,William von Barnekow,95,2021_420445
2021,162,ANA,Kyle Kukkonen,440,2021_583030
2021,163,SEA,Semyon Vyazovoi,503,2021_651893
2021,164,NJ,Viktor Hurtig,76,2021_411757
2021,165,CBJ,Ben Boyd,148,2021_473673
2021,166,DET,Pasquale Zito,84,2021_413679
2021,167,SJ,Liam Gilmartin,114,2021_461969
2021,168,CGY,Jack Beck,460,2021_614373
2021,169,VAN,Hugo Gabrielsson,99,2021_423699
2021,170,CAR,Bryce Montgomery,185,2021_478709
2021,171,ARI,Cal Thomas,465,2021_616255
2021,172,CHI,Ilya Safonov,273,2021_512834
2021,173,CGY,Lucas Ciona,158,2021_475634
2021,174,PHI,Ethan Samson,399,2021_559018
2021,175,DAL,Francesco Arcuri,242,2021_508407
2021,176,WSH,Dru Krebs,220,2021_496418
2021,177,SJ,Theo Jacobsson,415,2021_567389
2021,178,VAN,Connor Lockhart,83,2021_413673
2021,179,NSH,Simon Knak,28,2021_293158
2021,180,EDM,Matvei Petrov,308,2021_527464
2021,181,BOS,Ryan Mast,257,2021_512167
2021,182,MIN,Nate Benoit,279,2021_518275
2021,183,WSH,Chase Clark,211,2021_485634
2021,184,FLA,Jakub Kos,288,2021_522505
2021,185,TOR,Vyacheslav Peksa,490,2021_627386
2021,186,EDM,Shane LaChance,506,2021_659483
2021,187,CAR,Nikita Quapp,498,2021_641906
2021,188,BUF,Nikita Novikov,349,2021_539224
2021,189,NYI,Aleksi Malinen,388,2021_556743
2021,190,VGK,Artur Cholach,122,2021_467724
2021,191,MTL,Xavier Simoneau,45,2021_376443
2021,192,TB,Alex Gagne,246,2021_510343
2021,193,BUF,Tyson Kozak,73,2021_408687
2021,194,PIT,Ryan McCleary,197,2021_483627
2021,195,SEA,Justin Janicke,441,2021_583032
2021,196,TB,Daniil Pylenkov,61,2021_395897
2021,197,CBJ,Martin Rysavy,285,2021_522440
2021,198,STL,Ivan Vorobyov,427,2021_577710
2021,199,SJ,Evgeni Kashnikov,325,2021_530466
2021,200,CAR,Yegor Naumov,372,2021_552038
2021,201,VAN,Lucas Forsell,377,2021_553744
2021,202,OTT,Chandler Romeo,459,2021_614372
2021,203,NJ,Zakhar Bardakov,25,2021_292101
2021,204,CHI,Connor Kelley,219,2021_495926
2021,205,CGY,Arseni Sergeyev,447,2021_592505
2021,206,PHI,Owen McLaughlin,177,2021_478354
2021,207,DAL,Albert Sjoberg,376,2021_553698
2021,208,NYR,Hank Kempf,3,2021_201723
2021,209,CAR,Nikita Guslistov,450,2021_595292
2021,210,FLA,Braden Hache,463,2021_614397
2021,211,TB,Robert Flinton,499,2021_648425
2021,212,EDM,Maximus Wanner,86,2021_414967
2021,213,BOS,Andre Gasseau,263,2021_512184
2021,214,MTL,Joe Vrbetic,82,2021_413624
2021,215,PIT,Daniel Laatsch,12,2021_201855
2021,216,CHI,Jalen Luypen,172,2021_476673
2021,217,BOS,Ty Gallagher,258,2021_512168
2021,218,PIT,Kirill Tankov,26,2021_292126
2021,219,CAR,Joel Nystrom,52,2021_394715
2021,220,COL,Taylor Makar,42,2021_351159
2021,221,NYI,Tomas Machu,137,2021_472442
2021,222,VGK,Carl Lindbom,420,2021_574609
2021,223,ARI,Sam Lipkin,178,2021_478367
2021,224,TB,Niko Huuhtanen,291,2021_525628
